activity_id,service_id,room_id,activity_date,appointment_type,scheduled_contacts,completed_contacts,face_to_face_contacts,remote_contacts,did_not_attend_count,cancelled_contacts,average_contact_duration_minutes,activity_source
ACT-00480,SVC-006,ROOM-0006,2025-03-01,follow_up,10,8,8,0,0,0,45,synthetic_booking_summary
ACT-00481,SVC-006,ROOM-0006,2025-05-01,follow_up,17,13,13,0,0,0,45,synthetic_booking_summary
ACT-00482,SVC-006,ROOM-0006,2025-07-01,follow_up,7,6,6,0,0,0,45,synthetic_booking_summary
ACT-00483,SVC-006,ROOM-0006,2025-09-01,follow_up,10,8,8,0,0,0,45,synthetic_booking_summary
ACT-00484,SVC-006,ROOM-0006,2025-10-01,follow_up,5,4,4,0,0,0,45,synthetic_booking_summary
ACT-00485,SVC-006,ROOM-0006,2026-01-01,follow_up,30,26,25,1,0,0,45,synthetic_booking_summary
ACT-00486,SVC-006,ROOM-0006,2026-03-01,follow_up,12,9,9,0,0,0,45,synthetic_booking_summary
ACT-00487,SVC-006,ROOM-0012,2024-04-01,follow_up,24,24,23,1,0,0,45,synthetic_booking_summary
ACT-00488,SVC-006,ROOM-0012,2024-05-01,follow_up,12,11,11,0,0,0,45,synthetic_booking_summary
ACT-00489,SVC-006,ROOM-0012,2024-07-01,follow_up,12,10,10,0,0,0,45,synthetic_booking_summary
ACT-00490,SVC-006,ROOM-0012,2024-09-01,follow_up,10,8,8,0,0,0,45,synthetic_booking_summary
ACT-00491,SVC-006,ROOM-0012,2024-10-01,follow_up,5,4,4,0,0,0,45,synthetic_booking_summary
ACT-00492,SVC-006,ROOM-0012,2024-11-01,follow_up,5,5,5,0,0,0,45,synthetic_booking_summary
ACT-00493,SVC-006,ROOM-0012,2025-02-01,follow_up,11,10,10,0,0,0,45,synthetic_booking_summary
ACT-00494,SVC-006,ROOM-0012,2025-05-01,follow_up,20,16,16,0,0,0,45,synthetic_booking_summary
ACT-00495,SVC-006,ROOM-0012,2025-08-01,follow_up,5,5,5,0,0,0,45,synthetic_booking_summary
ACT-00496,SVC-006,ROOM-0012,2025-12-01,follow_up,5,5,5,0,0,0,45,synthetic_booking_summary
ACT-00497,SVC-006,ROOM-0018,2024-04-01,follow_up,7,7,7,0,0,0,45,synthetic_booking_summary
ACT-00498,SVC-006,ROOM-0018,2024-06-01,follow_up,17,11,11,0,0,0,45,synthetic_booking_summary
ACT-00499,SVC-006,ROOM-0018,2024-08-01,follow_up,7,5,5,0,0,0,45,synthetic_booking_summary
ACT-00500,SVC-006,ROOM-0018,2024-12-01,follow_up,8,6,6,0,0,0,45,synthetic_booking_summary
ACT-00501,SVC-006,ROOM-0018,2025-02-01,follow_up,5,3,3,0,0,0,45,synthetic_booking_summary
ACT-00502,SVC-006,ROOM-0018,2025-06-01,follow_up,10,8,8,0,0,0,45,synthetic_booking_summary
ACT-00503,SVC-006,ROOM-0018,2025-07-01,follow_up,15,12,12,0,0,0,45,synthetic_booking_summary
ACT-00504,SVC-006,ROOM-0018,2025-08-01,follow_up,7,0,0,0,7,0,45,synthetic_booking_summary
ACT-00505,SVC-006,ROOM-0018,2026-01-01,follow_up,8,6,6,0,0,0,45,synthetic_booking_summary
ACT-00506,SVC-006,ROOM-0018,2026-02-01,follow_up,11,11,11,0,0,0,45,synthetic_booking_summary
ACT-00507,SVC-006,ROOM-0024,2024-06-01,follow_up,10,9,9,0,0,0,45,synthetic_booking_summary
ACT-00508,SVC-006,ROOM-0024,2024-07-01,follow_up,7,7,7,0,0,0,45,synthetic_booking_summary
ACT-00509,SVC-006,ROOM-0024,2024-09-01,follow_up,7,5,5,0,0,0,45,synthetic_booking_summary
ACT-00510,SVC-006,ROOM-0024,2024-12-01,follow_up,8,0,0,0,0,8,45,synthetic_booking_summary
ACT-00511,SVC-006,ROOM-0024,2025-01-01,follow_up,8,6,6,0,0,0,45,synthetic_booking_summary
ACT-00512,SVC-006,ROOM-0024,2025-04-01,follow_up,7,7,7,0,0,0,45,synthetic_booking_summary
ACT-00513,SVC-006,ROOM-0024,2025-05-01,follow_up,17,6,6,0,10,0,45,synthetic_booking_summary
ACT-00514,SVC-006,ROOM-0024,2025-07-01,follow_up,10,9,9,0,0,0,45,synthetic_booking_summary
ACT-00515,SVC-006,ROOM-0024,2025-09-01,follow_up,7,6,6,0,0,0,45,synthetic_booking_summary
ACT-00516,SVC-006,ROOM-0024,2025-10-01,follow_up,10,10,10,0,0,0,45,synthetic_booking_summary
ACT-00517,SVC-006,ROOM-0024,2025-12-01,follow_up,5,3,3,0,0,0,45,synthetic_booking_summary
ACT-00518,SVC-006,ROOM-0024,2026-02-01,follow_up,5,4,4,0,0,0,45,synthetic_booking_summary
ACT-00519,SVC-006,ROOM-0030,2024-04-01,follow_up,7,7,7,0,0,0,45,synthetic_booking_summary
ACT-00520,SVC-006,ROOM-0030,2024-07-01,follow_up,7,6,6,0,0,0,45,synthetic_booking_summary
ACT-00521,SVC-006,ROOM-0030,2024-10-01,follow_up,10,10,10,0,0,0,45,synthetic_booking_summary
ACT-00522,SVC-006,ROOM-0030,2024-12-01,follow_up,22,22,21,1,0,0,45,synthetic_booking_summary
ACT-00523,SVC-006,ROOM-0030,2025-01-01,follow_up,8,0,0,0,0,8,45,synthetic_booking_summary
ACT-00524,SVC-006,ROOM-0030,2025-05-01,follow_up,7,7,7,0,0,0,45,synthetic_booking_summary
ACT-00525,SVC-006,ROOM-0030,2025-06-01,follow_up,10,0,0,0,0,10,45,synthetic_booking_summary
ACT-00526,SVC-006,ROOM-0030,2025-09-01,follow_up,5,5,5,0,0,0,45,synthetic_booking_summary
ACT-00527,SVC-006,ROOM-0030,2025-11-01,follow_up,10,8,8,0,0,0,45,synthetic_booking_summary
ACT-00528,SVC-006,ROOM-0030,2026-03-01,follow_up,5,4,4,0,0,0,45,synthetic_booking_summary
ACT-00529,SVC-006,ROOM-0036,2024-07-01,follow_up,7,6,6,0,0,0,45,synthetic_booking_summary
ACT-00530,SVC-006,ROOM-0036,2024-08-01,follow_up,10,8,8,0,0,0,45,synthetic_booking_summary
ACT-00531,SVC-006,ROOM-0036,2024-10-01,follow_up,5,4,4,0,0,0,45,synthetic_booking_summary
ACT-00532,SVC-006,ROOM-0036,2024-12-01,follow_up,5,5,5,0,0,0,45,synthetic_booking_summary
ACT-00533,SVC-006,ROOM-0036,2025-02-01,follow_up,11,11,11,0,0,0,45,synthetic_booking_summary
ACT-00534,SVC-006,ROOM-0036,2025-03-01,follow_up,7,0,0,0,7,0,45,synthetic_booking_summary
ACT-00535,SVC-006,ROOM-0036,2025-06-01,follow_up,12,10,10,0,0,0,45,synthetic_booking_summary
ACT-00536,SVC-006,ROOM-0036,2025-08-01,follow_up,10,8,8,0,0,0,45,synthetic_booking_summary
ACT-00537,SVC-006,ROOM-0036,2025-09-01,follow_up,5,4,4,0,0,0,45,synthetic_booking_summary
ACT-00538,SVC-006,ROOM-0036,2025-11-01,follow_up,5,0,0,0,0,5,45,synthetic_booking_summary
ACT-00539,SVC-006,ROOM-0036,2025-12-01,follow_up,11,11,11,0,0,0,45,synthetic_booking_summary
ACT-00540,SVC-006,ROOM-0042,2024-05-01,follow_up,10,10,10,0,0,0,45,synthetic_booking_summary
ACT-00541,SVC-006,ROOM-0042,2024-07-01,follow_up,17,9,9,0,7,0,45,synthetic_booking_summary
ACT-00542,SVC-006,ROOM-0042,2025-01-01,follow_up,11,10,10,0,0,0,45,synthetic_booking_summary
ACT-00543,SVC-006,ROOM-0042,2025-04-01,follow_up,17,6,6,0,0,10,45,synthetic_booking_summary
ACT-00544,SVC-006,ROOM-0042,2025-05-01,follow_up,12,10,10,0,0,0,45,synthetic_booking_summary
ACT-00545,SVC-006,ROOM-0042,2025-06-01,follow_up,10,0,0,0,5,5,45,synthetic_booking_summary
ACT-00546,SVC-006,ROOM-0042,2025-10-01,follow_up,10,10,10,0,0,0,45,synthetic_booking_summary
ACT-00547,SVC-006,ROOM-0042,2025-12-01,follow_up,11,11,11,0,0,0,45,synthetic_booking_summary
ACT-00548,SVC-006,ROOM-0042,2026-02-01,follow_up,11,0,0,0,11,0,45,synthetic_booking_summary
ACT-00549,SVC-006,ROOM-0048,2024-05-01,follow_up,15,3,3,0,0,10,45,synthetic_booking_summary
ACT-00550,SVC-006,ROOM-0048,2024-10-01,follow_up,5,0,0,0,0,5,45,synthetic_booking_summary
ACT-00551,SVC-006,ROOM-0048,2024-11-01,follow_up,22,21,20,1,0,0,45,synthetic_booking_summary
ACT-00552,SVC-006,ROOM-0048,2024-12-01,follow_up,11,9,9,0,0,0,45,synthetic_booking_summary
ACT-00553,SVC-006,ROOM-0048,2025-07-01,follow_up,10,8,8,0,0,0,45,synthetic_booking_summary
ACT-00554,SVC-006,ROOM-0048,2025-09-01,follow_up,7,7,7,0,0,0,45,synthetic_booking_summary
ACT-00555,SVC-006,ROOM-0048,2026-03-01,follow_up,10,0,0,0,0,10,45,synthetic_booking_summary
ACT-00556,SVC-006,ROOM-0054,2024-04-01,follow_up,5,5,5,0,0,0,45,synthetic_booking_summary
ACT-00557,SVC-006,ROOM-0054,2024-05-01,follow_up,27,22,21,1,0,0,45,synthetic_booking_summary
ACT-00558,SVC-006,ROOM-0054,2024-06-01,follow_up,10,10,10,0,0,0,45,synthetic_booking_summary
ACT-00559,SVC-006,ROOM-0054,2024-08-01,follow_up,19,17,17,0,0,0,45,synthetic_booking_summary
ACT-00560,SVC-006,ROOM-0054,2025-01-01,follow_up,11,11,11,0,0,0,45,synthetic_booking_summary
ACT-00561,SVC-006,ROOM-0054,2025-02-01,follow_up,5,0,0,0,5,0,45,synthetic_booking_summary
ACT-00562,SVC-006,ROOM-0054,2025-08-01,follow_up,5,3,3,0,0,0,45,synthetic_booking_summary
ACT-00563,SVC-006,ROOM-0054,2025-11-01,follow_up,27,24,23,1,0,0,45,synthetic_booking_summary
ACT-00564,SVC-006,ROOM-0054,2026-01-01,follow_up,16,14,14,0,0,0,45,synthetic_booking_summary
ACT-00565,SVC-007,ROOM-0001,2024-04-01,follow_up,8,7,7,0,0,0,30,synthetic_booking_summary
ACT-00566,SVC-007,ROOM-0001,2024-07-01,follow_up,8,8,8,0,0,0,30,synthetic_booking_summary
ACT-00567,SVC-007,ROOM-0001,2024-08-01,follow_up,8,7,7,0,0,0,30,synthetic_booking_summary
ACT-00568,SVC-007,ROOM-0001,2024-12-01,follow_up,12,11,10,1,0,0,30,synthetic_booking_summary
ACT-00569,SVC-007,ROOM-0001,2025-04-01,follow_up,5,5,5,0,0,0,30,synthetic_booking_summary
ACT-00570,SVC-007,ROOM-0001,2025-06-01,follow_up,11,10,9,1,0,0,30,synthetic_booking_summary
ACT-00571,SVC-007,ROOM-0001,2025-09-01,follow_up,11,11,10,1,0,0,30,synthetic_booking_summary
ACT-00572,SVC-007,ROOM-0001,2025-10-01,follow_up,8,8,8,0,0,0,30,synthetic_booking_summary
ACT-00573,SVC-007,ROOM-0001,2025-11-01,follow_up,9,8,8,0,0,0,30,synthetic_booking_summary
ACT-00574,SVC-007,ROOM-0001,2025-12-01,follow_up,15,12,11,1,0,0,30,synthetic_booking_summary
ACT-00575,SVC-007,ROOM-0001,2026-02-01,follow_up,6,6,6,0,0,0,30,synthetic_booking_summary
ACT-00576,SVC-007,ROOM-0001,2026-03-01,follow_up,16,14,13,1,0,0,30,synthetic_booking_summary
ACT-00577,SVC-007,ROOM-0007,2024-04-01,follow_up,5,5,5,0,0,0,30,synthetic_booking_summary
ACT-00578,SVC-007,ROOM-0007,2024-05-01,follow_up,5,4,4,0,0,0,30,synthetic_booking_summary
ACT-00579,SVC-007,ROOM-0007,2024-07-01,follow_up,11,0,0,0,0,11,30,synthetic_booking_summary
ACT-00580,SVC-007,ROOM-0007,2024-10-01,follow_up,8,6,6,0,0,0,30,synthetic_booking_summary
ACT-00581,SVC-007,ROOM-0007,2024-11-01,follow_up,12,12,11,1,0,0,30,synthetic_booking_summary
ACT-00582,SVC-007,ROOM-0007,2025-01-01,follow_up,12,0,0,0,0,12,30,synthetic_booking_summary
ACT-00583,SVC-007,ROOM-0007,2025-04-01,follow_up,5,0,0,0,5,0,30,synthetic_booking_summary
ACT-00584,SVC-007,ROOM-0007,2025-05-01,follow_up,11,9,9,0,0,0,30,synthetic_booking_summary
ACT-00585,SVC-007,ROOM-0007,2025-06-01,follow_up,11,9,9,0,0,0,30,synthetic_booking_summary
ACT-00586,SVC-007,ROOM-0007,2025-11-01,follow_up,6,5,5,0,0,0,30,synthetic_booking_summary
ACT-00587,SVC-007,ROOM-0007,2026-02-01,follow_up,6,6,6,0,0,0,30,synthetic_booking_summary
ACT-00588,SVC-007,ROOM-0013,2024-05-01,follow_up,8,6,6,0,0,0,30,synthetic_booking_summary
ACT-00589,SVC-007,ROOM-0013,2024-09-01,follow_up,5,3,3,0,0,0,30,synthetic_booking_summary
ACT-00590,SVC-007,ROOM-0013,2024-10-01,follow_up,8,0,0,0,8,0,30,synthetic_booking_summary
ACT-00591,SVC-007,ROOM-0013,2024-11-01,follow_up,9,9,9,0,0,0,30,synthetic_booking_summary
ACT-00592,SVC-007,ROOM-0013,2024-12-01,follow_up,9,8,8,0,0,0,30,synthetic_booking_summary
ACT-00593,SVC-007,ROOM-0013,2025-01-01,follow_up,9,7,7,0,0,0,30,synthetic_booking_summary
ACT-00594,SVC-007,ROOM-0013,2025-03-01,follow_up,5,5,5,0,0,0,30,synthetic_booking_summary
ACT-00595,SVC-007,ROOM-0013,2025-06-01,follow_up,5,0,0,0,0,5,30,synthetic_booking_summary
ACT-00596,SVC-007,ROOM-0013,2025-07-01,follow_up,5,4,4,0,0,0,30,synthetic_booking_summary
ACT-00597,SVC-007,ROOM-0013,2025-09-01,follow_up,16,13,12,1,0,0,30,synthetic_booking_summary
ACT-00598,SVC-007,ROOM-0013,2025-10-01,follow_up,5,3,3,0,0,0,30,synthetic_booking_summary
ACT-00599,SVC-007,ROOM-0019,2024-06-01,follow_up,5,4,4,0,0,0,30,synthetic_booking_summary
ACT-00600,SVC-007,ROOM-0019,2024-10-01,follow_up,11,11,10,1,0,0,30,synthetic_booking_summary
ACT-00601,SVC-007,ROOM-0019,2025-01-01,follow_up,9,8,8,0,0,0,30,synthetic_booking_summary
ACT-00602,SVC-007,ROOM-0019,2025-03-01,follow_up,8,8,8,0,0,0,30,synthetic_booking_summary
ACT-00603,SVC-007,ROOM-0019,2025-04-01,follow_up,8,6,6,0,0,0,30,synthetic_booking_summary
ACT-00604,SVC-007,ROOM-0019,2025-07-01,follow_up,5,3,3,0,0,0,30,synthetic_booking_summary
ACT-00605,SVC-007,ROOM-0019,2025-08-01,follow_up,5,5,5,0,0,0,30,synthetic_booking_summary
ACT-00606,SVC-007,ROOM-0019,2025-10-01,follow_up,5,4,4,0,0,0,30,synthetic_booking_summary
ACT-00607,SVC-007,ROOM-0025,2024-05-01,follow_up,11,11,10,1,0,0,30,synthetic_booking_summary
ACT-00608,SVC-007,ROOM-0025,2024-08-01,follow_up,5,3,3,0,0,0,30,synthetic_booking_summary
ACT-00609,SVC-007,ROOM-0025,2024-12-01,follow_up,18,4,4,0,12,0,30,synthetic_booking_summary
ACT-00610,SVC-007,ROOM-0025,2025-02-01,follow_up,6,5,5,0,0,0,30,synthetic_booking_summary
ACT-00611,SVC-007,ROOM-0025,2025-09-01,follow_up,8,7,7,0,0,0,30,synthetic_booking_summary
ACT-00612,SVC-007,ROOM-0025,2025-12-01,follow_up,12,12,11,1,0,0,30,synthetic_booking_summary
ACT-00613,SVC-007,ROOM-0025,2026-01-01,follow_up,6,4,4,0,0,0,30,synthetic_booking_summary
ACT-00614,SVC-007,ROOM-0025,2026-02-01,follow_up,27,23,21,2,0,0,30,synthetic_booking_summary
ACT-00615,SVC-007,ROOM-0025,2026-03-01,follow_up,8,6,6,0,0,0,30,synthetic_booking_summary
ACT-00616,SVC-007,ROOM-0031,2024-09-01,follow_up,16,13,12,1,0,0,30,synthetic_booking_summary
ACT-00617,SVC-007,ROOM-0031,2024-10-01,follow_up,8,8,8,0,0,0,30,synthetic_booking_summary
ACT-00618,SVC-007,ROOM-0031,2025-03-01,follow_up,8,0,0,0,8,0,30,synthetic_booking_summary
ACT-00619,SVC-007,ROOM-0031,2025-04-01,follow_up,8,0,0,0,0,8,30,synthetic_booking_summary
ACT-00620,SVC-007,ROOM-0031,2025-09-01,follow_up,16,14,13,1,0,0,30,synthetic_booking_summary
ACT-00621,SVC-007,ROOM-0031,2025-10-01,follow_up,16,13,12,1,0,0,30,synthetic_booking_summary
ACT-00622,SVC-007,ROOM-0031,2026-01-01,follow_up,6,5,5,0,0,0,30,synthetic_booking_summary
ACT-00623,SVC-007,ROOM-0031,2026-02-01,follow_up,12,10,9,1,0,0,30,synthetic_booking_summary
ACT-00624,SVC-007,ROOM-0037,2024-04-01,follow_up,11,11,10,1,0,0,30,synthetic_booking_summary
ACT-00625,SVC-007,ROOM-0037,2024-05-01,follow_up,19,16,15,1,0,0,30,synthetic_booking_summary
ACT-00626,SVC-007,ROOM-0037,2024-07-01,follow_up,11,10,9,1,0,0,30,synthetic_booking_summary
ACT-00627,SVC-007,ROOM-0037,2024-08-01,follow_up,19,18,17,1,0,0,30,synthetic_booking_summary
ACT-00628,SVC-007,ROOM-0037,2024-09-01,follow_up,11,0,0,0,11,0,30,synthetic_booking_summary
ACT-00629,SVC-007,ROOM-0037,2024-10-01,follow_up,24,4,4,0,8,11,30,synthetic_booking_summary
ACT-00630,SVC-007,ROOM-0037,2024-12-01,follow_up,12,11,10,1,0,0,30,synthetic_booking_summary
ACT-00631,SVC-007,ROOM-0037,2025-01-01,follow_up,12,10,9,1,0,0,30,synthetic_booking_summary
ACT-00632,SVC-007,ROOM-0037,2025-04-01,follow_up,11,10,9,1,0,0,30,synthetic_booking_summary
ACT-00633,SVC-007,ROOM-0037,2025-06-01,follow_up,11,11,10,1,0,0,30,synthetic_booking_summary
ACT-00634,SVC-007,ROOM-0037,2026-03-01,follow_up,5,4,4,0,0,0,30,synthetic_booking_summary
ACT-00635,SVC-007,ROOM-0043,2024-06-01,follow_up,5,3,3,0,0,0,30,synthetic_booking_summary
ACT-00636,SVC-007,ROOM-0043,2024-08-01,follow_up,5,4,4,0,0,0,30,synthetic_booking_summary
ACT-00637,SVC-007,ROOM-0043,2024-10-01,follow_up,16,13,12,1,0,0,30,synthetic_booking_summary
ACT-00638,SVC-007,ROOM-0043,2024-11-01,follow_up,6,0,0,0,0,6,30,synthetic_booking_summary
ACT-00639,SVC-007,ROOM-0043,2025-01-01,follow_up,6,5,5,0,0,0,30,synthetic_booking_summary
ACT-00640,SVC-007,ROOM-0043,2025-08-01,follow_up,24,20,18,2,0,0,30,synthetic_booking_summary
ACT-00641,SVC-007,ROOM-0043,2025-09-01,follow_up,11,11,10,1,0,0,30,synthetic_booking_summary
ACT-00642,SVC-007,ROOM-0043,2025-12-01,follow_up,18,14,13,1,0,0,30,synthetic_booking_summary
ACT-00643,SVC-007,ROOM-0043,2026-02-01,follow_up,6,4,4,0,0,0,30,synthetic_booking_summary
ACT-00644,SVC-007,ROOM-0049,2024-04-01,follow_up,11,11,10,1,0,0,30,synthetic_booking_summary
ACT-00645,SVC-007,ROOM-0049,2024-05-01,follow_up,13,10,9,1,0,0,30,synthetic_booking_summary
ACT-00646,SVC-007,ROOM-0049,2024-07-01,follow_up,11,10,9,1,0,0,30,synthetic_booking_summary
ACT-00647,SVC-007,ROOM-0049,2024-09-01,follow_up,5,0,0,0,0,5,30,synthetic_booking_summary
ACT-00648,SVC-007,ROOM-0049,2024-11-01,follow_up,12,10,9,1,0,0,30,synthetic_booking_summary
ACT-00649,SVC-007,ROOM-0049,2025-01-01,follow_up,9,7,7,0,0,0,30,synthetic_booking_summary
ACT-00650,SVC-007,ROOM-0049,2025-05-01,follow_up,8,7,7,0,0,0,30,synthetic_booking_summary
ACT-00651,SVC-007,ROOM-0049,2025-07-01,follow_up,11,11,10,1,0,0,30,synthetic_booking_summary
ACT-00652,SVC-007,ROOM-0049,2025-09-01,follow_up,11,11,10,1,0,0,30,synthetic_booking_summary
ACT-00653,SVC-007,ROOM-0049,2025-11-01,follow_up,9,8,8,0,0,0,30,synthetic_booking_summary
ACT-00654,SVC-007,ROOM-0055,2024-05-01,follow_up,8,0,0,0,0,8,30,synthetic_booking_summary
ACT-00655,SVC-007,ROOM-0055,2024-09-01,follow_up,8,7,7,0,0,0,30,synthetic_booking_summary
ACT-00656,SVC-007,ROOM-0055,2025-02-01,follow_up,21,12,11,1,0,9,30,synthetic_booking_summary
ACT-00657,SVC-007,ROOM-0055,2025-04-01,follow_up,22,22,20,2,0,0,30,synthetic_booking_summary
ACT-00658,SVC-007,ROOM-0055,2025-05-01,follow_up,11,11,10,1,0,0,30,synthetic_booking_summary
ACT-00659,SVC-007,ROOM-0055,2025-07-01,follow_up,5,3,3,0,0,0,30,synthetic_booking_summary
ACT-00660,SVC-007,ROOM-0055,2025-12-01,follow_up,18,17,16,1,0,0,30,synthetic_booking_summary
ACT-00661,SVC-007,ROOM-0055,2026-01-01,follow_up,15,8,8,0,6,0,30,synthetic_booking_summary
ACT-00662,SVC-008,ROOM-0004,2024-07-01,administrative,6,0,0,0,0,6,45,synthetic_booking_summary
ACT-00663,SVC-008,ROOM-0004,2024-08-01,administrative,6,4,1,3,0,0,45,synthetic_booking_summary
ACT-00664,SVC-008,ROOM-0004,2025-04-01,administrative,9,9,3,6,0,0,45,synthetic_booking_summary
ACT-00665,SVC-008,ROOM-0004,2025-05-01,administrative,9,9,3,6,0,0,45,synthetic_booking_summary
ACT-00666,SVC-008,ROOM-0004,2025-10-01,administrative,6,5,2,3,0,0,45,synthetic_booking_summary
ACT-00667,SVC-008,ROOM-0004,2026-02-01,administrative,7,6,2,4,0,0,45,synthetic_booking_summary
ACT-00668,SVC-008,ROOM-0010,2024-04-01,administrative,9,7,2,5,0,0,45,synthetic_booking_summary
ACT-00669,SVC-008,ROOM-0010,2024-05-01,administrative,6,5,2,3,0,0,45,synthetic_booking_summary
ACT-00670,SVC-008,ROOM-0010,2024-06-01,administrative,18,16,4,12,0,0,45,synthetic_booking_summary
ACT-00671,SVC-008,ROOM-0010,2024-08-01,administrative,12,11,3,8,0,0,45,synthetic_booking_summary
ACT-00672,SVC-008,ROOM-0010,2024-10-01,administrative,6,5,2,3,0,0,45,synthetic_booking_summary
ACT-00673,SVC-008,ROOM-0010,2024-12-01,administrative,7,0,0,0,0,7,45,synthetic_booking_summary
ACT-00674,SVC-008,ROOM-0010,2025-02-01,administrative,10,9,3,6,0,0,45,synthetic_booking_summary
ACT-00675,SVC-008,ROOM-0010,2025-07-01,administrative,9,8,2,6,0,0,45,synthetic_booking_summary
ACT-00676,SVC-008,ROOM-0010,2025-08-01,administrative,12,11,3,8,0,0,45,synthetic_booking_summary
ACT-00677,SVC-008,ROOM-0010,2026-02-01,administrative,13,11,3,8,0,0,45,synthetic_booking_summary
ACT-00678,SVC-008,ROOM-0010,2026-03-01,administrative,18,16,4,12,0,0,45,synthetic_booking_summary
ACT-00679,SVC-008,ROOM-0016,2024-04-01,administrative,9,7,2,5,0,0,45,synthetic_booking_summary
ACT-00680,SVC-008,ROOM-0016,2024-05-01,administrative,6,4,1,3,0,0,45,synthetic_booking_summary
ACT-00681,SVC-008,ROOM-0016,2024-07-01,administrative,9,9,3,6,0,0,45,synthetic_booking_summary
ACT-00682,SVC-008,ROOM-0016,2024-08-01,administrative,12,10,3,7,0,0,45,synthetic_booking_summary
ACT-00683,SVC-008,ROOM-0016,2024-11-01,administrative,7,5,2,3,0,0,45,synthetic_booking_summary
ACT-00684,SVC-008,ROOM-0016,2025-01-01,administrative,10,9,3,6,0,0,45,synthetic_booking_summary
ACT-00685,SVC-008,ROOM-0016,2025-02-01,administrative,7,6,2,4,0,0,45,synthetic_booking_summary
ACT-00686,SVC-008,ROOM-0016,2025-03-01,administrative,9,7,2,5,0,0,45,synthetic_booking_summary
ACT-00687,SVC-008,ROOM-0016,2025-05-01,administrative,12,12,3,9,0,0,45,synthetic_booking_summary
ACT-00688,SVC-008,ROOM-0016,2025-06-01,administrative,9,7,2,5,0,0,45,synthetic_booking_summary
ACT-00689,SVC-008,ROOM-0016,2025-08-01,administrative,6,6,2,4,0,0,45,synthetic_booking_summary
ACT-00690,SVC-008,ROOM-0016,2026-01-01,administrative,7,7,2,5,0,0,45,synthetic_booking_summary
ACT-00691,SVC-008,ROOM-0016,2026-03-01,administrative,12,11,3,8,0,0,45,synthetic_booking_summary
ACT-00692,SVC-008,ROOM-0022,2024-05-01,administrative,27,15,4,11,12,0,45,synthetic_booking_summary
ACT-00693,SVC-008,ROOM-0022,2024-06-01,administrative,12,11,3,8,0,0,45,synthetic_booking_summary
ACT-00694,SVC-008,ROOM-0022,2024-07-01,administrative,6,5,2,3,0,0,45,synthetic_booking_summary
ACT-00695,SVC-008,ROOM-0022,2024-12-01,administrative,13,12,3,9,0,0,45,synthetic_booking_summary
ACT-00696,SVC-008,ROOM-0022,2025-01-01,administrative,10,0,0,0,0,10,45,synthetic_booking_summary
ACT-00697,SVC-008,ROOM-0022,2025-03-01,administrative,9,8,2,6,0,0,45,synthetic_booking_summary
ACT-00698,SVC-008,ROOM-0022,2025-04-01,administrative,9,7,2,5,0,0,45,synthetic_booking_summary
ACT-00699,SVC-008,ROOM-0022,2025-05-01,administrative,24,22,6,16,0,0,45,synthetic_booking_summary
ACT-00700,SVC-008,ROOM-0022,2025-06-01,administrative,12,10,3,7,0,0,45,synthetic_booking_summary
ACT-00701,SVC-008,ROOM-0022,2025-07-01,administrative,9,7,2,5,0,0,45,synthetic_booking_summary
ACT-00702,SVC-008,ROOM-0022,2025-08-01,administrative,12,11,3,8,0,0,45,synthetic_booking_summary
ACT-00703,SVC-008,ROOM-0022,2025-09-01,administrative,6,6,2,4,0,0,45,synthetic_booking_summary
ACT-00704,SVC-008,ROOM-0022,2026-01-01,administrative,23,10,3,7,13,0,45,synthetic_booking_summary
ACT-00705,SVC-008,ROOM-0022,2026-02-01,administrative,24,12,3,9,0,10,45,synthetic_booking_summary
ACT-00706,SVC-008,ROOM-0022,2026-03-01,administrative,6,0,0,0,0,6,45,synthetic_booking_summary
ACT-00707,SVC-008,ROOM-0028,2024-04-01,administrative,6,5,2,3,0,0,45,synthetic_booking_summary
ACT-00708,SVC-008,ROOM-0028,2024-05-01,administrative,18,15,4,11,0,0,45,synthetic_booking_summary
ACT-00709,SVC-008,ROOM-0028,2025-02-01,administrative,13,0,0,0,0,13,45,synthetic_booking_summary
ACT-00710,SVC-008,ROOM-0028,2025-04-01,administrative,24,22,6,16,0,0,45,synthetic_booking_summary
ACT-00711,SVC-008,ROOM-0028,2025-05-01,administrative,15,12,3,9,0,0,45,synthetic_booking_summary
ACT-00712,SVC-008,ROOM-0028,2025-06-01,administrative,24,12,3,9,0,12,45,synthetic_booking_summary
ACT-00713,SVC-008,ROOM-0028,2025-07-01,administrative,15,13,4,9,0,0,45,synthetic_booking_summary
ACT-00714,SVC-008,ROOM-0028,2025-10-01,administrative,9,7,2,5,0,0,45,synthetic_booking_summary
ACT-00715,SVC-008,ROOM-0028,2025-11-01,administrative,10,8,2,6,0,0,45,synthetic_booking_summary
ACT-00716,SVC-008,ROOM-0028,2026-01-01,administrative,10,8,2,6,0,0,45,synthetic_booking_summary
ACT-00717,SVC-008,ROOM-0028,2026-03-01,administrative,12,10,3,7,0,0,45,synthetic_booking_summary
ACT-00718,SVC-008,ROOM-0034,2024-06-01,administrative,12,12,3,9,0,0,45,synthetic_booking_summary
ACT-00719,SVC-008,ROOM-0034,2024-07-01,administrative,6,0,0,0,0,6,45,synthetic_booking_summary
