booking_id,room_id,service_id,booking_date,start_time,end_time,booked_duration_minutes,booking_status,cancellation_flag,no_show_flag,actual_attendance_count,planned_attendance_count,session_type,created_date
BOOK-000451,ROOM-0034,SVC-008,2025-06-12,10:00,11:00,60,completed,false,false,4,6,administrative,2025-05-25
BOOK-000452,ROOM-0023,SVC-009,2024-05-31,10:00,11:00,60,completed,false,false,14,15,administrative,2024-05-12
BOOK-000453,ROOM-0009,SVC-010,2025-07-15,15:00,16:00,60,completed,false,false,8,8,diagnostic,2025-06-25
BOOK-000454,ROOM-0056,SVC-011,2025-07-09,16:30,17:30,60,completed,false,false,7,9,therapy,2025-06-18
BOOK-000455,ROOM-0037,SVC-001,2025-06-03,08:30,09:30,60,completed,false,false,10,11,clinic,2025-05-11
BOOK-000456,ROOM-0007,SVC-002,2024-12-30,10:00,11:00,60,completed,false,false,11,13,clinic,2024-12-06
BOOK-000457,ROOM-0045,SVC-003,2024-04-24,08:30,09:30,60,completed,false,false,2,4,diagnostic,2024-03-30
BOOK-000458,ROOM-0002,SVC-004,2024-08-13,16:30,17:30,60,completed,false,false,4,5,therapy,2024-07-18
BOOK-000459,ROOM-0047,SVC-005,2025-08-13,08:30,09:30,60,completed,false,false,12,12,administrative,2025-07-17
BOOK-000460,ROOM-0042,SVC-006,2025-04-17,13:30,14:30,60,completed,false,false,6,7,clinic,2025-03-20
BOOK-000461,ROOM-0001,SVC-007,2024-04-18,15:00,16:00,60,completed,false,false,7,8,clinic,2024-03-20
BOOK-000462,ROOM-0052,SVC-008,2024-08-08,13:30,14:30,60,completed,false,false,8,9,administrative,2024-07-09
BOOK-000463,ROOM-0017,SVC-009,2024-12-10,11:30,12:30,60,completed,false,false,15,15,administrative,2024-11-09
BOOK-000464,ROOM-0009,SVC-010,2024-06-04,13:30,14:30,60,completed,false,false,11,11,diagnostic,2024-05-03
BOOK-000465,ROOM-0002,SVC-011,2025-04-11,11:30,12:30,60,completed,false,false,10,12,therapy,2025-03-09
BOOK-000466,ROOM-0034,SVC-012,2025-06-27,16:30,17:30,60,completed,false,false,4,4,administrative,2025-05-24
BOOK-000467,ROOM-0037,SVC-001,2026-02-25,11:30,12:30,60,completed,false,false,5,6,clinic,2026-01-21
BOOK-000468,ROOM-0025,SVC-002,2024-07-25,11:30,12:30,60,completed,false,false,5,6,clinic,2024-06-19
BOOK-000469,ROOM-0009,SVC-003,2024-09-03,16:30,17:30,60,completed,false,false,5,7,diagnostic,2024-07-28
BOOK-000470,ROOM-0032,SVC-004,2024-05-07,11:30,12:30,60,completed,false,false,8,8,therapy,2024-03-30
BOOK-000471,ROOM-0011,SVC-005,2025-03-04,10:00,11:00,60,completed,false,false,10,12,administrative,2025-01-24
BOOK-000472,ROOM-0012,SVC-006,2025-05-01,15:00,16:00,60,completed,false,false,8,10,clinic,2025-03-22
BOOK-000473,ROOM-0025,SVC-007,2025-12-16,08:30,09:30,60,completed,false,false,12,12,clinic,2025-11-05
BOOK-000474,ROOM-0028,SVC-008,2025-04-25,16:30,17:30,60,completed,false,false,12,12,administrative,2025-04-11
BOOK-000475,ROOM-0041,SVC-009,2025-02-07,15:00,16:00,60,cancelled,true,false,0,15,administrative,2025-01-23
BOOK-000476,ROOM-0027,SVC-010,2024-12-19,13:30,14:30,60,completed,false,false,5,6,diagnostic,2024-12-03
BOOK-000477,ROOM-0020,SVC-011,2025-04-21,11:30,12:30,60,completed,false,false,4,6,therapy,2025-04-04
BOOK-000478,ROOM-0028,SVC-012,2024-09-11,11:30,12:30,60,cancelled,true,false,0,7,administrative,2024-08-24
BOOK-000479,ROOM-0007,SVC-001,2025-10-29,15:00,16:00,60,completed,false,false,6,8,clinic,2025-10-10
BOOK-000480,ROOM-0013,SVC-002,2026-03-19,15:00,16:00,60,completed,false,false,9,9,clinic,2026-02-27
BOOK-000481,ROOM-0039,SVC-003,2025-12-19,11:30,12:30,60,completed,false,false,10,11,diagnostic,2025-11-28
BOOK-000482,ROOM-0014,SVC-004,2026-01-23,15:00,16:00,60,completed,false,false,12,12,therapy,2026-01-01
BOOK-000483,ROOM-0029,SVC-005,2025-07-02,16:30,17:30,60,completed,false,false,11,12,administrative,2025-06-09
BOOK-000484,ROOM-0048,SVC-006,2024-10-18,13:30,14:30,60,cancelled,true,false,0,5,clinic,2024-09-24
BOOK-000485,ROOM-0025,SVC-007,2025-02-27,11:30,12:30,60,completed,false,false,5,6,clinic,2025-02-02
BOOK-000486,ROOM-0016,SVC-008,2025-02-07,13:30,14:30,60,completed,false,false,6,7,administrative,2025-01-12
BOOK-000487,ROOM-0035,SVC-009,2024-12-16,11:30,12:30,60,completed,false,false,15,15,administrative,2024-11-19
BOOK-000488,ROOM-0033,SVC-010,2026-02-23,16:30,17:30,60,completed,false,false,9,9,diagnostic,2026-01-26
BOOK-000489,ROOM-0056,SVC-011,2025-07-21,16:30,17:30,60,completed,false,false,7,9,therapy,2025-06-22
BOOK-000490,ROOM-0004,SVC-012,2024-10-29,13:30,14:30,60,completed,false,false,10,10,administrative,2024-09-29
BOOK-000491,ROOM-0037,SVC-001,2024-10-08,15:00,16:00,60,completed,false,false,11,11,clinic,2024-09-07
BOOK-000492,ROOM-0001,SVC-002,2024-10-03,16:30,17:30,60,completed,false,false,11,12,clinic,2024-09-01
BOOK-000493,ROOM-0003,SVC-003,2025-07-29,13:30,14:30,60,completed,false,false,4,4,diagnostic,2025-06-26
BOOK-000494,ROOM-0056,SVC-004,2025-04-07,10:00,11:00,60,completed,false,false,3,5,therapy,2025-03-04
BOOK-000495,ROOM-0053,SVC-005,2026-01-29,16:30,17:30,60,completed,false,false,10,12,administrative,2025-12-25
BOOK-000496,ROOM-0030,SVC-006,2024-04-11,13:30,14:30,60,completed,false,false,7,7,clinic,2024-03-06
BOOK-000497,ROOM-0016,SVC-008,2024-07-11,11:30,12:30,60,completed,false,false,9,9,administrative,2024-06-03
BOOK-000498,ROOM-0005,SVC-009,2024-05-13,10:00,11:00,60,completed,false,false,13,15,administrative,2024-04-04
BOOK-000499,ROOM-0051,SVC-010,2024-11-13,11:30,12:30,60,completed,false,false,12,12,diagnostic,2024-10-04
BOOK-000500,ROOM-0044,SVC-011,2026-02-17,08:30,09:30,60,completed,false,false,12,13,therapy,2026-01-07
BOOK-000501,ROOM-0016,SVC-012,2024-10-09,13:30,14:30,60,completed,false,false,2,4,administrative,2024-09-25
BOOK-000502,ROOM-0001,SVC-001,2024-06-27,08:30,09:30,60,completed,false,false,5,5,clinic,2024-06-12
BOOK-000503,ROOM-0043,SVC-002,2024-05-24,08:30,09:30,60,completed,false,false,5,6,clinic,2024-05-08
BOOK-000504,ROOM-0039,SVC-003,2025-02-12,15:00,16:00,60,completed,false,false,6,8,diagnostic,2025-01-26
BOOK-000505,ROOM-0044,SVC-004,2024-05-29,11:30,12:30,60,completed,false,false,6,8,therapy,2024-05-11
BOOK-000506,ROOM-0017,SVC-005,2024-10-15,11:30,12:30,60,completed,false,false,12,12,administrative,2024-09-26
BOOK-000507,ROOM-0012,SVC-006,2024-04-04,13:30,14:30,60,completed,false,false,10,10,clinic,2024-03-15
BOOK-000508,ROOM-0037,SVC-007,2025-04-16,15:00,16:00,60,completed,false,false,10,11,clinic,2025-03-26
BOOK-000509,ROOM-0028,SVC-008,2025-06-24,10:00,11:00,60,completed,false,false,12,12,administrative,2025-06-02
BOOK-000510,ROOM-0011,SVC-009,2024-12-05,11:30,12:30,60,completed,false,false,15,15,administrative,2024-11-12
BOOK-000511,ROOM-0039,SVC-010,2024-06-21,13:30,14:30,60,completed,false,false,5,5,diagnostic,2024-05-28
BOOK-000512,ROOM-0056,SVC-011,2025-09-22,10:00,11:00,60,completed,false,false,6,6,therapy,2025-08-28
BOOK-000513,ROOM-0040,SVC-012,2025-06-02,16:30,17:30,60,completed,false,false,6,7,administrative,2025-05-07
BOOK-000514,ROOM-0055,SVC-001,2024-06-27,08:30,09:30,60,completed,false,false,6,8,clinic,2024-05-31
BOOK-000515,ROOM-0055,SVC-002,2026-03-17,15:00,16:00,60,completed,false,false,9,9,clinic,2026-02-17
BOOK-000516,ROOM-0021,SVC-003,2024-07-17,13:30,14:30,60,completed,false,false,9,10,diagnostic,2024-06-18
BOOK-000517,ROOM-0002,SVC-004,2024-05-14,11:30,12:30,60,cancelled,true,false,0,11,therapy,2024-04-14
BOOK-000518,ROOM-0023,SVC-005,2025-07-09,16:30,17:30,60,completed,false,false,10,12,administrative,2025-06-08
BOOK-000519,ROOM-0006,SVC-006,2026-03-19,11:30,12:30,60,completed,false,false,4,5,clinic,2026-02-15
BOOK-000520,ROOM-0043,SVC-007,2025-01-21,10:00,11:00,60,completed,false,false,5,6,clinic,2024-12-19
BOOK-000521,ROOM-0010,SVC-008,2024-10-29,16:30,17:30,60,completed,false,false,5,6,administrative,2024-09-25
BOOK-000522,ROOM-0035,SVC-009,2024-04-12,08:30,09:30,60,completed,false,false,15,15,administrative,2024-03-08
BOOK-000523,ROOM-0051,SVC-010,2024-08-19,16:30,17:30,60,completed,false,false,6,8,diagnostic,2024-07-14
BOOK-000524,ROOM-0008,SVC-011,2025-01-13,16:30,17:30,60,completed,false,false,10,10,therapy,2024-12-07
BOOK-000525,ROOM-0016,SVC-012,2024-11-11,15:00,16:00,60,completed,false,false,11,11,administrative,2024-10-04
BOOK-000526,ROOM-0025,SVC-001,2025-06-03,08:30,09:30,60,completed,false,false,11,11,clinic,2025-04-25
BOOK-000527,ROOM-0031,SVC-002,2024-06-24,10:00,11:00,60,completed,false,false,10,12,clinic,2024-05-15
BOOK-000528,ROOM-0015,SVC-003,2025-07-24,13:30,14:30,60,completed,false,false,3,4,diagnostic,2025-06-13
BOOK-000529,ROOM-0038,SVC-004,2025-06-23,13:30,14:30,60,completed,false,false,4,5,therapy,2025-06-09
BOOK-000530,ROOM-0011,SVC-005,2024-05-21,13:30,14:30,60,completed,false,false,10,12,administrative,2024-05-06
BOOK-000531,ROOM-0024,SVC-006,2025-04-23,13:30,14:30,60,completed,false,false,7,7,clinic,2025-04-07
BOOK-000532,ROOM-0001,SVC-007,2025-10-13,15:00,16:00,60,completed,false,false,8,8,clinic,2025-09-26
BOOK-000533,ROOM-0040,SVC-008,2024-05-23,08:30,09:30,60,completed,false,false,9,9,administrative,2024-05-05
BOOK-000534,ROOM-0023,SVC-009,2026-02-17,15:00,16:00,60,completed,false,false,13,15,administrative,2026-01-29
BOOK-000535,ROOM-0021,SVC-010,2025-12-29,13:30,14:30,60,completed,false,false,10,12,diagnostic,2025-12-09
BOOK-000536,ROOM-0038,SVC-011,2025-04-24,11:30,12:30,60,completed,false,false,12,12,therapy,2025-04-03
BOOK-000537,ROOM-0004,SVC-012,2024-10-22,13:30,14:30,60,completed,false,false,3,4,administrative,2024-09-30
BOOK-000538,ROOM-0031,SVC-001,2024-06-04,08:30,09:30,60,completed,false,false,3,5,clinic,2024-05-12
BOOK-000539,ROOM-0025,SVC-002,2024-12-17,10:00,11:00,60,completed,false,false,5,7,clinic,2024-11-23
BOOK-000540,ROOM-0021,SVC-003,2025-02-06,15:00,16:00,60,completed,false,false,8,8,diagnostic,2025-01-12
BOOK-000541,ROOM-0044,SVC-004,2025-12-29,13:30,14:30,60,cancelled,true,false,0,9,therapy,2025-12-03
BOOK-000542,ROOM-0053,SVC-005,2024-05-03,13:30,14:30,60,completed,false,false,11,12,administrative,2024-04-06
BOOK-000543,ROOM-0006,SVC-006,2025-09-18,11:30,12:30,60,completed,false,false,8,10,clinic,2025-08-21
BOOK-000544,ROOM-0001,SVC-007,2026-03-17,13:30,14:30,60,completed,false,false,10,11,clinic,2026-02-16
BOOK-000545,ROOM-0022,SVC-008,2025-05-08,08:30,09:30,60,completed,false,false,10,12,administrative,2025-04-08
BOOK-000546,ROOM-0005,SVC-009,2025-09-17,16:30,17:30,60,completed,false,false,14,15,administrative,2025-08-17
BOOK-000547,ROOM-0027,SVC-010,2025-01-07,15:00,16:00,60,completed,false,false,6,6,diagnostic,2024-12-06
BOOK-000548,ROOM-0020,SVC-011,2024-12-20,15:00,16:00,60,completed,false,false,5,7,therapy,2024-11-17
BOOK-000549,ROOM-0016,SVC-012,2025-03-03,11:30,12:30,60,completed,false,false,6,7,administrative,2025-01-28
BOOK-000550,ROOM-0043,SVC-001,2024-12-03,08:30,09:30,60,completed,false,false,8,9,clinic,2024-10-29
BOOK-000551,ROOM-0001,SVC-002,2026-03-26,15:00,16:00,60,cancelled,true,false,0,9,clinic,2026-02-18
BOOK-000552,ROOM-0051,SVC-003,2026-02-19,15:00,16:00,60,completed,false,false,9,11,diagnostic,2026-01-13
BOOK-000553,ROOM-0056,SVC-004,2024-07-24,15:00,16:00,60,completed,false,false,11,11,therapy,2024-06-16
BOOK-000554,ROOM-0011,SVC-005,2025-01-09,16:30,17:30,60,completed,false,false,11,13,administrative,2024-12-01
BOOK-000555,ROOM-0054,SVC-006,2024-06-14,16:30,17:30,60,completed,false,false,5,5,clinic,2024-05-05
BOOK-000556,ROOM-0007,SVC-007,2024-05-21,16:30,17:30,60,completed,false,false,4,5,clinic,2024-04-10
BOOK-000557,ROOM-0022,SVC-008,2026-03-12,15:00,16:00,60,cancelled,true,false,0,6,administrative,2026-02-26
BOOK-000558,ROOM-0029,SVC-009,2024-12-26,11:30,12:30,60,completed,false,false,13,15,administrative,2024-12-11
BOOK-000559,ROOM-0009,SVC-010,2025-06-10,13:30,14:30,60,completed,false,false,6,8,diagnostic,2025-05-25
BOOK-000560,ROOM-0020,SVC-011,2025-03-12,10:00,11:00,60,completed,false,false,9,9,therapy,2025-02-23
BOOK-000561,ROOM-0004,SVC-012,2025-02-28,10:00,11:00,60,completed,false,false,10,11,administrative,2025-02-10
BOOK-000562,ROOM-0037,SVC-001,2025-05-14,16:30,17:30,60,completed,false,false,10,11,clinic,2025-04-25
BOOK-000563,ROOM-0007,SVC-002,2025-05-28,08:30,09:30,60,completed,false,false,11,12,clinic,2025-05-08
BOOK-000564,ROOM-0027,SVC-003,2024-04-30,08:30,09:30,60,completed,false,false,4,4,diagnostic,2024-04-09
BOOK-000565,ROOM-0044,SVC-004,2026-03-04,08:30,09:30,60,completed,false,false,4,5,therapy,2026-02-10
BOOK-000566,ROOM-0041,SVC-005,2024-05-03,13:30,14:30,60,completed,false,false,12,12,administrative,2024-04-10
BOOK-000567,ROOM-0036,SVC-006,2024-07-04,08:30,09:30,60,completed,false,false,6,7,clinic,2024-06-10
BOOK-000568,ROOM-0013,SVC-007,2025-01-06,10:00,11:00,60,completed,false,false,7,9,clinic,2024-12-12
BOOK-000569,ROOM-0028,SVC-008,2025-11-17,08:30,09:30,60,completed,false,false,8,10,administrative,2025-10-22
BOOK-000570,ROOM-0011,SVC-009,2026-03-05,16:30,17:30,60,completed,false,false,15,15,administrative,2026-02-06
BOOK-000571,ROOM-0003,SVC-010,2024-04-05,10:00,11:00,60,completed,false,false,10,11,diagnostic,2024-03-08
BOOK-000572,ROOM-0032,SVC-011,2025-04-17,11:30,12:30,60,completed,false,false,11,12,therapy,2025-03-19
BOOK-000573,ROOM-0016,SVC-012,2025-02-27,10:00,11:00,60,completed,false,false,5,5,administrative,2025-01-28
BOOK-000574,ROOM-0049,SVC-001,2024-08-09,11:30,12:30,60,cancelled,true,false,0,5,clinic,2024-07-09
BOOK-000575,ROOM-0001,SVC-002,2024-08-22,13:30,14:30,60,cancelled,true,false,0,6,clinic,2024-07-21
BOOK-000576,ROOM-0033,SVC-003,2026-01-16,13:30,14:30,60,completed,false,false,6,8,diagnostic,2025-12-14
BOOK-000577,ROOM-0014,SVC-004,2025-01-29,15:00,16:00,60,completed,false,false,9,9,therapy,2024-12-26
BOOK-000578,ROOM-0041,SVC-005,2024-07-10,16:30,17:30,60,cancelled,true,false,0,12,administrative,2024-06-05
BOOK-000579,ROOM-0054,SVC-006,2024-05-09,15:00,16:00,60,completed,false,false,9,10,clinic,2024-04-03
BOOK-000580,ROOM-0037,SVC-007,2024-10-22,15:00,16:00,60,cancelled,true,false,0,11,clinic,2024-09-15
BOOK-000581,ROOM-0040,SVC-008,2025-11-11,08:30,09:30,60,completed,false,false,12,13,administrative,2025-10-04
BOOK-000582,ROOM-0023,SVC-009,2025-01-15,13:30,14:30,60,completed,false,false,15,15,administrative,2024-12-07
BOOK-000583,ROOM-0039,SVC-010,2024-07-10,15:00,16:00,60,completed,false,false,5,5,diagnostic,2024-05-31
BOOK-000584,ROOM-0020,SVC-011,2025-08-04,08:30,09:30,60,completed,false,false,4,6,therapy,2025-06-24
BOOK-000585,ROOM-0004,SVC-012,2024-06-21,16:30,17:30,60,completed,false,false,6,7,administrative,2024-06-07
BOOK-000586,ROOM-0055,SVC-001,2025-02-12,11:30,12:30,60,completed,false,false,9,9,clinic,2025-01-28
BOOK-000587,ROOM-0049,SVC-002,2024-11-22,08:30,09:30,60,completed,false,false,9,10,clinic,2024-11-06
BOOK-000588,ROOM-0027,SVC-003,2024-11-14,10:00,11:00,60,completed,false,true,0,11,diagnostic,2024-10-28
BOOK-000589,ROOM-0008,SVC-004,2025-04-21,10:00,11:00,60,completed,false,false,9,11,therapy,2025-04-03
BOOK-000590,ROOM-0023,SVC-005,2024-05-08,13:30,14:30,60,completed,false,false,12,12,administrative,2024-04-19
BOOK-000591,ROOM-0018,SVC-006,2025-02-10,10:00,11:00,60,completed,false,false,3,5,clinic,2025-01-21
BOOK-000592,ROOM-0013,SVC-007,2025-07-09,10:00,11:00,60,completed,false,false,4,5,clinic,2025-06-18
BOOK-000593,ROOM-0028,SVC-008,2025-05-01,08:30,09:30,60,completed,false,false,5,6,administrative,2025-04-09
BOOK-000594,ROOM-0053,SVC-009,2024-07-11,13:30,14:30,60,completed,false,false,13,15,administrative,2024-06-18
BOOK-000595,ROOM-0015,SVC-010,2025-05-27,11:30,12:30,60,completed,false,false,7,8,diagnostic,2025-05-03
BOOK-000596,ROOM-0050,SVC-011,2024-04-11,11:30,12:30,60,completed,false,false,8,9,therapy,2024-03-17
BOOK-000597,ROOM-0010,SVC-012,2024-05-15,15:00,16:00,60,completed,false,true,0,10,administrative,2024-04-19
BOOK-000598,ROOM-0049,SVC-001,2025-02-18,11:30,12:30,60,completed,false,false,10,12,clinic,2025-01-22
BOOK-000599,ROOM-0007,SVC-002,2024-12-03,10:00,11:00,60,completed,false,false,12,13,clinic,2024-11-05
BOOK-000600,ROOM-0021,SVC-003,2024-10-11,08:30,09:30,60,completed,false,true,0,4,diagnostic,2024-09-12
BOOK-000601,ROOM-0002,SVC-004,2025-12-30,13:30,14:30,60,completed,false,false,4,6,therapy,2025-11-30
BOOK-000602,ROOM-0041,SVC-005,2025-02-21,08:30,09:30,60,completed,false,false,12,12,administrative,2025-01-21
BOOK-000603,ROOM-0006,SVC-006,2026-03-20,11:30,12:30,60,completed,false,false,5,7,clinic,2026-02-16
BOOK-000604,ROOM-0001,SVC-007,2024-07-17,10:00,11:00,60,completed,false,false,8,8,clinic,2024-06-14
BOOK-000605,ROOM-0052,SVC-008,2025-09-26,15:00,16:00,60,completed,false,false,9,9,administrative,2025-08-23
BOOK-000606,ROOM-0005,SVC-009,2024-04-30,08:30,09:30,60,cancelled,true,false,0,15,administrative,2024-03-26
BOOK-000607,ROOM-0009,SVC-010,2025-03-25,08:30,09:30,60,completed,false,false,10,11,diagnostic,2025-02-17
BOOK-000608,ROOM-0044,SVC-011,2024-12-27,15:00,16:00,60,completed,false,false,12,13,therapy,2024-11-20
BOOK-000609,ROOM-0052,SVC-012,2024-12-12,16:30,17:30,60,completed,false,false,5,5,administrative,2024-11-04
BOOK-000610,ROOM-0019,SVC-001,2025-10-20,15:00,16:00,60,completed,false,false,3,5,clinic,2025-09-11
BOOK-000611,ROOM-0025,SVC-002,2024-10-16,16:30,17:30,60,completed,false,false,5,6,clinic,2024-09-06
BOOK-000612,ROOM-0039,SVC-003,2025-08-26,15:00,16:00,60,completed,false,false,7,7,diagnostic,2025-07-16
BOOK-000613,ROOM-0002,SVC-004,2024-12-17,13:30,14:30,60,completed,false,false,8,9,therapy,2024-12-03
BOOK-000614,ROOM-0053,SVC-005,2024-07-31,16:30,17:30,60,completed,false,false,12,12,administrative,2024-07-16
BOOK-000615,ROOM-0048,SVC-006,2024-11-26,15:00,16:00,60,completed,false,false,10,11,clinic,2024-11-10
BOOK-000616,ROOM-0037,SVC-007,2024-12-11,08:30,09:30,60,completed,false,false,11,12,clinic,2024-11-24
BOOK-000617,ROOM-0010,SVC-008,2026-02-23,13:30,14:30,60,completed,false,false,11,13,administrative,2026-02-05
BOOK-000618,ROOM-0047,SVC-009,2025-11-07,10:00,11:00,60,cancelled,true,false,0,15,administrative,2025-10-19
BOOK-000619,ROOM-0003,SVC-010,2025-08-26,16:30,17:30,60,completed,false,false,5,5,diagnostic,2025-08-06
BOOK-000620,ROOM-0038,SVC-011,2024-11-26,13:30,14:30,60,completed,false,false,5,7,therapy,2024-11-05
BOOK-000621,ROOM-0052,SVC-012,2026-02-19,10:00,11:00,60,completed,false,false,7,8,administrative,2026-01-28
BOOK-000622,ROOM-0049,SVC-001,2024-10-01,15:00,16:00,60,completed,false,false,7,8,clinic,2024-09-08
BOOK-000623,ROOM-0013,SVC-002,2026-03-09,15:00,16:00,60,completed,false,false,9,9,clinic,2026-02-13
BOOK-000624,ROOM-0045,SVC-003,2025-03-28,16:30,17:30,60,completed,false,false,10,10,diagnostic,2025-03-03
BOOK-000625,ROOM-0014,SVC-004,2025-06-18,13:30,14:30,60,completed,false,false,10,11,therapy,2025-05-23
BOOK-000626,ROOM-0041,SVC-005,2024-04-03,11:30,12:30,60,completed,false,false,11,12,administrative,2024-03-07
BOOK-000627,ROOM-0042,SVC-006,2025-05-26,15:00,16:00,60,completed,false,false,5,5,clinic,2025-04-28
BOOK-000628,ROOM-0055,SVC-007,2025-07-25,10:00,11:00,60,completed,false,false,3,5,clinic,2025-06-26
BOOK-000629,ROOM-0046,SVC-008,2026-01-14,11:30,12:30,60,completed,false,false,6,7,administrative,2025-12-15
BOOK-000630,ROOM-0041,SVC-009,2025-06-12,11:30,12:30,60,completed,false,false,13,15,administrative,2025-05-12
BOOK-000631,ROOM-0009,SVC-010,2024-06-07,13:30,14:30,60,completed,false,false,7,8,diagnostic,2024-05-06
BOOK-000632,ROOM-0014,SVC-011,2024-08-13,08:30,09:30,60,completed,false,true,0,9,therapy,2024-07-11
BOOK-000633,ROOM-0022,SVC-012,2025-06-11,16:30,17:30,60,cancelled,true,false,0,10,administrative,2025-05-08
BOOK-000634,ROOM-0043,SVC-001,2024-04-05,15:00,16:00,60,completed,false,false,11,11,clinic,2024-03-01
BOOK-000635,ROOM-0007,SVC-002,2024-04-04,16:30,17:30,60,completed,false,false,10,12,clinic,2024-02-28
BOOK-000636,ROOM-0021,SVC-003,2025-06-10,11:30,12:30,60,completed,false,false,2,4,diagnostic,2025-05-04
BOOK-000637,ROOM-0032,SVC-004,2026-03-02,08:30,09:30,60,completed,false,false,4,5,therapy,2026-01-23
BOOK-000638,ROOM-0041,SVC-005,2025-07-11,16:30,17:30,60,completed,false,false,10,12,administrative,2025-06-02
BOOK-000639,ROOM-0018,SVC-006,2024-12-03,16:30,17:30,60,completed,false,false,6,8,clinic,2024-10-24
BOOK-000640,ROOM-0049,SVC-007,2025-01-24,10:00,11:00,60,completed,false,false,7,9,clinic,2024-12-14
BOOK-000641,ROOM-0028,SVC-008,2025-10-31,16:30,17:30,60,completed,false,false,7,9,administrative,2025-10-17
BOOK-000642,ROOM-0011,SVC-009,2024-11-04,10:00,11:00,60,completed,false,false,14,15,administrative,2024-10-20
BOOK-000643,ROOM-0027,SVC-010,2026-03-11,08:30,09:30,60,completed,false,false,9,11,diagnostic,2026-02-23
BOOK-000644,ROOM-0056,SVC-011,2024-09-16,10:00,11:00,60,completed,false,false,10,12,therapy,2024-08-30
BOOK-000645,ROOM-0040,SVC-012,2025-05-28,15:00,16:00,60,completed,false,false,3,4,administrative,2025-05-10
BOOK-000646,ROOM-0031,SVC-002,2024-12-24,10:00,11:00,60,cancelled,true,false,0,7,clinic,2024-12-04
BOOK-000647,ROOM-0027,SVC-003,2026-01-12,13:30,14:30,60,completed,false,false,7,8,diagnostic,2025-12-22
BOOK-000648,ROOM-0008,SVC-004,2024-05-28,11:30,12:30,60,completed,false,false,7,8,therapy,2024-05-06
BOOK-000649,ROOM-0023,SVC-005,2025-05-05,13:30,14:30,60,completed,false,false,10,12,administrative,2025-04-12
BOOK-000650,ROOM-0054,SVC-006,2024-05-15,15:00,16:00,60,completed,false,false,8,10,clinic,2024-04-21
BOOK-000651,ROOM-0025,SVC-007,2026-02-17,11:30,12:30,60,completed,false,false,10,12,clinic,2026-01-23
BOOK-000652,ROOM-0022,SVC-008,2026-01-14,11:30,12:30,60,completed,false,true,0,13,administrative,2025-12-19
BOOK-000653,ROOM-0017,SVC-009,2025-10-02,08:30,09:30,60,completed,false,false,13,15,administrative,2025-09-05
BOOK-000654,ROOM-0033,SVC-010,2025-08-12,16:30,17:30,60,completed,false,false,4,5,diagnostic,2025-07-15
BOOK-000655,ROOM-0044,SVC-011,2025-01-16,16:30,17:30,60,completed,false,false,7,7,therapy,2024-12-18
BOOK-000656,ROOM-0016,SVC-012,2026-01-14,08:30,09:30,60,completed,false,false,8,8,administrative,2025-12-15
BOOK-000657,ROOM-0049,SVC-001,2024-10-04,15:00,16:00,60,completed,false,false,8,8,clinic,2024-09-03
BOOK-000658,ROOM-0055,SVC-002,2025-01-15,11:30,12:30,60,completed,false,false,10,10,clinic,2024-12-14
BOOK-000659,ROOM-0045,SVC-003,2024-06-06,11:30,12:30,60,completed,false,true,0,10,diagnostic,2024-05-04
BOOK-000660,ROOM-0044,SVC-004,2024-12-12,13:30,14:30,60,completed,false,false,12,12,therapy,2024-11-08
BOOK-000661,ROOM-0035,SVC-005,2025-01-10,16:30,17:30,60,completed,false,false,11,13,administrative,2024-12-06
BOOK-000662,ROOM-0036,SVC-006,2024-10-31,13:30,14:30,60,completed,false,false,4,5,clinic,2024-09-25
BOOK-000663,ROOM-0037,SVC-007,2024-10-24,15:00,16:00,60,completed,false,false,4,5,clinic,2024-09-17
BOOK-000664,ROOM-0034,SVC-008,2026-03-04,15:00,16:00,60,completed,false,false,6,6,administrative,2026-01-25
BOOK-000665,ROOM-0047,SVC-009,2025-05-09,10:00,11:00,60,completed,false,false,13,15,administrative,2025-03-31
BOOK-000666,ROOM-0027,SVC-010,2024-06-18,13:30,14:30,60,completed,false,false,7,8,diagnostic,2024-05-09
BOOK-000667,ROOM-0032,SVC-011,2025-05-23,13:30,14:30,60,completed,false,false,9,9,therapy,2025-04-12
BOOK-000668,ROOM-0052,SVC-012,2024-06-11,16:30,17:30,60,completed,false,false,8,10,administrative,2024-05-28
BOOK-000669,ROOM-0043,SVC-001,2024-09-03,13:30,14:30,60,completed,false,false,10,11,clinic,2024-08-19
BOOK-000670,ROOM-0055,SVC-002,2025-08-20,13:30,14:30,60,completed,false,false,10,12,clinic,2025-08-04
BOOK-000671,ROOM-0021,SVC-003,2025-04-15,08:30,09:30,60,completed,false,false,3,4,diagnostic,2025-03-29
BOOK-000672,ROOM-0050,SVC-004,2024-07-17,15:00,16:00,60,completed,false,false,3,5,therapy,2024-06-29
BOOK-000673,ROOM-0023,SVC-005,2024-07-01,16:30,17:30,60,completed,false,false,10,12,administrative,2024-06-12
BOOK-000674,ROOM-0024,SVC-006,2024-09-25,11:30,12:30,60,completed,false,false,5,7,clinic,2024-09-05
BOOK-000675,ROOM-0013,SVC-007,2025-09-29,13:30,14:30,60,completed,false,false,6,8,clinic,2025-09-08
BOOK-000676,ROOM-0028,SVC-008,2024-05-27,08:30,09:30,60,completed,false,false,7,9,administrative,2024-05-05
